L_olfactory,L_prefrontal_cx,L_motor_cx,L_cingulate_cx,L_sensory_cx,L_amygdala,L_entorhinal_cx,L_pallidum_acc,L_striatum,L_septum,L_hypothalamus,L_thalamus,L_midbrain,L_dorsal_hippocampus,L_ventral_hippocampus,L_pag,L_colliculus,L_brain_stem,R_brain_stem,R_colliculus,R_pag,R_ventral_hippocampus,R_dorsal_hippocampus,R_midbrain,R_thalamus,R_hypothalamus,R_septum,R_striatum,R_pallidum_acc,R_entorhinal_cx,R_amygdala,R_sensory_cx,R_cingulate_cx,R_motor_cx,R_prefrontal_cx,R_olfactory
0.0,0.2624438290664865,0.1292622782361952,0.143466868436514,0.1831696460854617,0.1148111034649797,0.06194995399844858,0.303192848985436,0.2274369320473161,0.2053392872038983,0.1172566929042945,0.1557643445057596,0.07198699817608957,0.09820203670569543,0.06662535409248849,0.08306293504666894,0.1596885927126827,0.06311628853281762,0.009709901639384452,0.07283373226339335,0.0008979928138316591,0.1198353485841206,0.1048689439376987,0.097058761495412,0.09692890269327148,0.03087103426499608,0.2163317180266559,0.1002909680803736,0.03564458982543826,-0.04016992427704847,0.06754546480194644,0.1734131882986624,0.06793796593706065,0.1938319845310739,0.1213496053946882,0.1937825647489806
0.2624438290664865,0.0,0.2594013240888552,0.2388479615742834,0.158455163984093,0.0752238661616419,0.07977820467888404,-0.02726883313298857,0.1556966081308148,0.01874501028519363,0.007895958015228792,0.129693308346131,0.02773665894737927,0.1243238582563344,-0.05157165939998021,0.06109763245406755,0.05434393176702704,0.08765786390169228,0.102905511765655,0.07899407646410006,0.01870003066396859,0.03850069944420937,0.08625021295349396,-0.005622124444466924,0.05120645683488951,0.02766961170713449,-0.0124405515672585,0.1617379869802364,0.007579994891901475,0.08855732431172438,0.0903707120409058,0.1521821670149041,0.1045523298692424,0.1785369757099124,0.4334257378389371,0.07838781224600223
0.1292622782361952,0.2594013240888552,0.0,0.4517839043878422,0.3486727111823557,0.09885538881296449,-0.01872889505664999,0.06578885826342366,0.3714037355328873,0.1038446525280531,0.1388971238749423,0.06516798275729672,0.04620224680860642,0.2059208417082423,-0.01146705446039793,0.0756662788989492,0.1227651397177827,-0.003878490364376757,0.0178373000872383,0.1018250357147314,0.07104416006635098,-0.003698586935994014,0.1090574289508278,-0.01063447988499117,0.05883064648890444,0.0840656116959672,0.06049331460082926,0.1898865653959385,0.1065731004866374,0.0096303779989785,0.05023014800394657,0.1799106016321855,0.1278161634616658,0.2815200006913167,0.1498199786852294,0.10703848248248
0.143466868436514,0.2388479615742834,0.4517839043878422,0.0,0.3971828675074254,0.1883802159540967,0.09214483269498538,0.2123579876488421,0.2482211859460426,0.279321536790175,0.2693077907458719,0.3308679270452145,0.1214191963029541,0.2981210574186839,0.07766262277854362,0.1604130664722931,0.22139392446534,0.01759221646870768,0.08647852061196698,0.1739955822624894,0.1602040088760952,0.05942960456233558,0.3032594979189252,0.07273367104992186,0.1891012212444655,0.23462351365872,0.2534494698854271,0.271622087068665,0.1285295876742538,0.3260650133142643,0.1005122508536216,0.4070026014079032,0.6958649533791763,0.324005749118305,0.306489172630088,0.03667113244788717
0.1831696460854617,0.158455163984093,0.3486727111823557,0.3971828675074254,0.0,0.07046896371231505,0.08794831752861336,0.155433039320573,0.3590968330228623,0.1710379376850683,0.1215101359360771,0.3322531605656934,0.2302890870914045,0.4132565266375061,-0.00879848583139053,0.207878031045325,0.40734657406704,0.06186655605394697,0.04676890645279357,0.3035289811198361,0.2123874948686344,0.09973585615906068,0.3472794908895547,0.1558093337257576,0.3141142233625691,0.0948118964863396,0.2038562910958445,0.1699125166527354,0.05513397077410613,0.2900391590117365,0.07387136272262303,0.5753700324724592,0.2334545972209793,0.2321187412382222,0.1980408398283723,0.07695650822853405
0.1148111034649797,0.0752238661616419,0.09885538881296449,0.1883802159540967,0.07046896371231505,0.0,0.1422689976120158,0.2144813314275275,0.1519812869927614,0.066289277662235,0.1639846124868887,0.1819146879572107,0.04572148149097575,0.09955951487623209,0.1942943366725688,0.09496465207668563,-0.009828241704490117,0.1243924412409073,0.08740629164059388,-0.009266857759184772,0.0937785657036733,0.008376388047407328,-0.02564246077242533,-0.07430349731781187,0.0679977554841189,0.03543896080402514,0.05659818040842055,-0.004481357441203256,0.02665640727152328,0.04831840427913881,0.05848543414422455,0.06849627376066356,0.1163801290538149,0.02681535300796321,0.1293380287945795,0.08539011774475169
0.06194995399844858,0.07977820467888404,-0.01872889505664999,0.09214483269498538,0.08794831752861336,0.1422689976120158,0.0,0.07861313870401274,0.03371318996578677,0.02688539478759119,0.02341183376719821,0.2032753050895681,0.09328922263666904,0.3030688184213298,0.3564617820477637,0.1146446743860121,0.1952423418891751,0.03351964747341171,0.0757046718089489,0.2089464571118712,0.1354376977827646,0.2534920869930005,0.2472160347210141,-0.00715931044687892,0.1519475719596304,0.06146980141602102,0.09270765174588835,0.1691316375351928,0.076730529709297,0.3106407480900883,0.2122703760567771,0.152060039110909,0.1728765259961294,0.1463015107126187,0.1656370067807698,0.06938282099935633
0.303192848985436,-0.02726883313298857,0.06578885826342366,0.2123579876488421,0.155433039320573,0.2144813314275275,0.07861313870401274,0.0,0.3287577107929232,0.2074384257106512,0.2946944988886993,0.1473391006192608,-0.01574613430410938,0.1361127607277867,0.07913335904090604,-0.004472316954747822,-0.0667176985811133,-0.003644685329869069,-0.09854582306125842,-0.09716823266316439,-0.06767146776936599,0.003395095520361277,0.06131226172915157,-0.047469739599674,0.05107066639339659,0.1188179776511901,0.1486959514701961,0.1329676709237829,0.2036101472349792,0.04499055342621832,0.04595378666073367,0.08119988843344493,0.1583728236395804,0.1558487621421756,0.02672793683132777,0.03904123409716819
0.2274369320473161,0.1556966081308148,0.3714037355328873,0.2482211859460426,0.3590968330228623,0.1519812869927614,0.03371318996578677,0.3287577107929232,0.0,0.2203403719336549,0.1501957974263572,0.2013206372343796,0.003025600503167248,0.1676543698827164,0.0926806522137635,0.003598111404957231,0.1452027547795178,-0.03301805303249975,-0.00927900591371344,0.02720141556955113,0.01540976817026952,0.00403838120972933,0.09650594655276733,0.03710101546692472,0.06216747476744893,-0.008417540437986294,0.1472513965079646,0.2403614212857794,0.1218132239418649,0.01675447150068342,0.04451587687825147,0.2512650125170473,0.081662626455352,0.2851679607671156,0.1671758171200698,0.1300588326418175
0.2053392872038983,0.01874501028519363,0.1038446525280531,0.279321536790175,0.1710379376850683,0.066289277662235,0.02688539478759119,0.2074384257106512,0.2203403719336549,0.0,0.3367907344189884,0.2229022863236841,0.09040553061084917,0.1575590853838538,0.167228569229343,0.02765301894175534,0.09925888780912506,-0.1238478922700477,-0.1036119017216777,0.1479976761387765,0.01654343421423934,0.1576984900255567,0.2923936954320468,0.2109608583456957,0.1962182569721201,0.2703229327562589,0.7217765930824052,0.2423604423965529,0.1856303283784279,0.09347651623058585,0.1546180399694034,0.2496801803537332,0.2958852790285302,0.2262767366422271,0.08239571086000073,0.07241915573098973
0.1172566929042945,0.007895958015228792,0.1388971238749423,0.2693077907458719,0.1215101359360771,0.1639846124868887,0.02341183376719821,0.2946944988886993,0.1501957974263572,0.3367907344189884,0.0,0.316969812316603,0.1635449647544045,0.136163056435216,0.1638626308638734,0.09559889300184564,0.06294135625770123,0.08108614822168378,0.09090345804581204,0.1768086806550701,0.1199840257714528,0.05806252962825244,0.1398680011561617,0.1101534425448163,0.1965015671968651,0.5326491241761154,0.284569867764597,0.1943519325629974,0.1341034400680814,0.1218134394322655,0.05120199364414153,0.179178956214108,0.3019478383350575,0.1314984008144355,0.09823076337115808,-0.04510918672241376
0.1557643445057596,0.129693308346131,0.06516798275729672,0.3308679270452145,0.3322531605656934,0.1819146879572107,0.2032753050895681,0.1473391006192608,0.2013206372343796,0.2229022863236841,0.316969812316603,0.0,0.364832132908235,0.5453375581132751,0.1396710736810063,0.2587453527553673,0.4311158625256462,-0.00890914617977727,0.06295526278101106,0.35315785701957,0.2740680755090976,0.1154537186376388,0.3614222649678203,0.2496778884174234,0.4720395073747947,0.1853777061297146,0.2688386415322085,0.1599720387705245,0.07460515200204115,0.3537285629297529,0.04425566161794866,0.4492207190411053,0.3504456142785115,0.231164407754371,0.2899495154545991,0.04198698162410051
0.07198699817608957,0.02773665894737927,0.04620224680860642,0.1214191963029541,0.2302890870914045,0.04572148149097575,0.09328922263666904,-0.01574613430410938,0.003025600503167248,0.09040553061084917,0.1635449647544045,0.364832132908235,0.0,0.2764754672943946,0.2011206046550097,0.4616057613434749,0.3951567133739465,0.3831070060566436,0.1963792310227169,0.24680701685002,0.3454348175528302,0.2024491265243268,0.3540820395001044,0.4322304203350676,0.300035697879098,0.02039763522697099,0.1716672179703331,0.09259880397836799,-0.01262424746763909,0.2651487636127789,-0.008640129354545138,0.3099806066187079,0.1939585272806739,0.004985318820434472,0.1706487562627721,0.09725154824888191
0.09820203670569543,0.1243238582563344,0.2059208417082423,0.2981210574186839,0.4132565266375061,0.09955951487623209,0.3030688184213298,0.1361127607277867,0.1676543698827164,0.1575590853838538,0.136163056435216,0.5453375581132751,0.2764754672943946,0.0,0.1680187603138751,0.2364827713524084,0.5252875614712074,0.1196847077553822,0.08984204358834494,0.4781823846613131,0.3045969450397047,0.1281424602795781,0.5074022542932398,0.2297540615877294,0.3410017971756465,0.07893799848825869,0.1956470449795876,0.1527399845257112,-0.05347701463569555,0.3607172436501746,0.1178664467768312,0.4341917577259867,0.2589438572127203,0.2156657758253355,0.1783917832507736,0.08542535557289768
0.06662535409248849,-0.05157165939998021,-0.01146705446039793,0.07766262277854362,-0.00879848583139053,0.1942943366725688,0.3564617820477637,0.07913335904090604,0.0926806522137635,0.167228569229343,0.1638626308638734,0.1396710736810063,0.2011206046550097,0.1680187603138751,0.0,0.1474448348672465,0.1388686042688164,0.09374638001543023,0.06836487630979278,0.09293460312340408,0.1020011591498106,0.2357766170373213,0.1949317540275594,0.03330173041637142,0.1255619037625209,0.1625341136269082,0.2150001273838347,0.1372324952965254,0.01253087182804969,0.1947059749531533,0.1159339663722928,0.1034094770993129,0.1156233540511056,0.0804387849299573,0.02774635881891706,-0.05976847766829255
0.08306293504666894,0.06109763245406755,0.0756662788989492,0.1604130664722931,0.207878031045325,0.09496465207668563,0.1146446743860121,-0.004472316954747822,0.003598111404957231,0.02765301894175534,0.09559889300184564,0.2587453527553673,0.4616057613434749,0.2364827713524084,0.1474448348672465,0.0,0.4124754511790564,0.2297955217884756,0.2361926972617626,0.3130613666437955,0.61383255422035,0.08513913642744284,0.193780254315613,0.2166351648599469,0.1867183066900203,0.003058209528058669,0.07524687108732019,-0.01751539175800395,-0.01617633918222239,0.1529749839662044,0.02592284551202053,0.2102301736713704,0.1265456042103618,-0.03403319291844444,0.089063539763868,-0.001407532636138931
0.1596885927126827,0.05434393176702704,0.1227651397177827,0.22139392446534,0.40734657406704,-0.009828241704490117,0.1952423418891751,-0.0667176985811133,0.1452027547795178,0.09925888780912506,0.06294135625770123,0.4311158625256462,0.3951567133739465,0.5252875614712074,0.1388686042688164,0.4124754511790564,0.0,0.196159900329952,0.161411474650394,0.5312092075365903,0.3357000315679541,0.1251755595844102,0.4469054636063166,0.3037502736835986,0.3582983318546417,0.02813875137590085,0.153902582439091,0.1622584639297386,-0.04818730890039592,0.185345816110206,0.0133678493435557,0.4339985876503537,0.125495436084193,0.08119044563074093,0.2219690913378689,0.1119969301628816
0.06311628853281762,0.08765786390169228,-0.003878490364376757,0.01759221646870768,0.06186655605394697,0.1243924412409073,0.03351964747341171,-0.003644685329869069,-0.03301805303249975,-0.1238478922700477,0.08108614822168378,-0.00890914617977727,0.3831070060566436,0.1196847077553822,0.09374638001543023,0.2297955217884756,0.196159900329952,0.0,0.4084054293686957,0.1414562322589022,0.140159729066875,0.09183067312601502,0.1093871603075738,0.1807235230572383,0.003273769767712305,-0.06622138070999109,-0.1310710206022461,-0.01143823414124368,-0.1293867914779461,0.1084536830403883,0.0766134822398823,-0.00219898829689556,0.01293121835457766,-0.06909622949529427,0.07295480363335233,0.1245132328129614
0.009709901639384452,0.102905511765655,0.0178373000872383,0.08647852061196698,0.04676890645279357,0.08740629164059388,0.0757046718089489,-0.09854582306125842,-0.00927900591371344,-0.1036119017216777,0.09090345804581204,0.06295526278101106,0.1963792310227169,0.08984204358834494,0.06836487630979278,0.2361926972617626,0.161411474650394,0.4084054293686957,0.0,0.200545615844395,0.1427083272420722,0.04740824404790805,0.02240084288378474,0.2960092512609369,0.02661759574170381,0.01533788799209287,-0.09600840994339288,0.03422343574571255,-0.01114712150990746,0.05561474725817071,-0.009119180827981481,0.05644671554108849,0.02935143941384315,0.02610433108050137,0.1310689170554411,0.07318758722314365
0.07283373226339335,0.07899407646410006,0.1018250357147314,0.1739955822624894,0.3035289811198361,-0.009266857759184772,0.2089464571118712,-0.09716823266316439,0.02720141556955113,0.1479976761387765,0.1768086806550701,0.35315785701957,0.24680701685002,0.4781823846613131,0.09293460312340408,0.3130613666437955,0.5312092075365903,0.1414562322589022,0.200545615844395,0.0,0.4867734376992165,0.1623825669992027,0.5058852738628481,0.3606064351853703,0.2742202077910827,0.1640346266996896,0.2351808170249901,0.1660029125911431,0.04648261499070678,0.2529214986031739,0.1231473292371141,0.4298080774871945,0.1545218695620985,0.1139490147018348,0.1099407562564119,-0.002286810801596811
0.0008979928138316591,0.01870003066396859,0.07104416006635098,0.1602040088760952,0.2123874948686344,0.0937785657036733,0.1354376977827646,-0.06767146776936599,0.01540976817026952,0.01654343421423934,0.1199840257714528,0.2740680755090976,0.3454348175528302,0.3045969450397047,0.1020011591498106,0.61383255422035,0.3357000315679541,0.140159729066875,0.1427083272420722,0.4867734376992165,0.0,0.07408356241016986,0.2443164268478807,0.3661978866292138,0.1948150868160342,0.03132955353748293,0.07427147554499713,-0.01362675543971911,-0.05548033234968613,0.196643793954923,-0.00145844006222903,0.2322036333791984,0.1869102944593377,0.02767422588053573,0.09531412861167221,-0.04051990059917811
